PERIODO,NOMBRE_FACULTAD,NOMBRE_PROGRAMA,JORNADA,MODALIDAD,NOMBRE_SEDE,TIPO_IDEN_EST,FECHA_NACIMIENTO,GENERO,ESTRATO,NOMBRE_ESTADO,ORIGEN_GEOGRAFICO,LUGAR_EXPEDICION,tipo_desercion,edad
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA INDUSTRIAL,Diurna,Presencial,SOGAMOSO,C.C.,1999-04-19,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,SOGAMOSO,LIT. E,25
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,Diurna,Presencial,SOGAMOSO,C.C.,2004-03-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TAURAMENA,SOGAMOSO,LIT. B,20
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,Diurna,Presencial,SOGAMOSO,C.C.,2004-05-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,20
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,Diurna,Presencial,SOGAMOSO,C.C.,1995-09-15,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,TIBASOSA,LIT. E,29
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,INGENIERÍA DE SISTEMAS Y COMPUTACION,Diurna,Presencial,SOGAMOSO,C.C.,2005-02-10,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,19
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2000-11-28,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,SANTA ROSA DE VITERBO,LIT. C,24
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,T.I.,2004-04-16,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,20
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,T.I.,2005-08-30,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOCHA,SOCHA,LIT. C,19
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,1998-06-26,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,SOGAMOSO,LIT. E,26
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2005-07-14,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,19
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,1997-10-14,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,FLORESTA,GAMEZA,LIT. E,27
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,Diurna,Presencial,SOGAMOSO,C.C.,2004-04-21,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,20
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2001-05-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,23
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2003-07-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,21
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,Extendida,Presencial,SOGAMOSO,C.C.,2000-12-28,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,SOGAMOSO,LIT. B,24
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,ADMINISTRACIÓN DE EMPRESAS,Extendida,Presencial,SOGAMOSO,T.I.,2005-10-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,19
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,Extendida,Presencial,SOGAMOSO,C.C.,1998-10-03,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,TUNJA,LIT. C,26
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,Extendida,Presencial,SOGAMOSO,C.C.,1996-11-18,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,TIBASOSA,LIT. E,28
PRIMER SEMESTRE DE 2024,SECCIONAL SOGAMOSO,MAESTRÍA EN LOGÍSTICA,Extendida,Presencial,SOGAMOSO,C.C.,1995-11-05,M,,PERDIO CUPO A 052/2012  ART 15 LIT.B.,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. B,29
SEGUNDO SEMESTRE DE 2024,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,2005-10-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,VALLEDUPAR,SOGAMOSO,LIT. B,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,C.C.,2005-05-11,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,T.I.,2006-07-21,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. B,18
SEGUNDO SEMESTRE DE 2024,CIENCIAS,FISICA,Diurna,Presencial,TUNJA,T.I.,2006-07-30,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,AGUAZUL,AGUAZUL,LIT. C,18
SEGUNDO SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,1999-12-03,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,25
SEGUNDO SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,T.I.,2005-12-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,PAIPA,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,T.I.,2005-11-23,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,VILLAVICENCIO,YOPAL,LIT. D,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,2001-04-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,TUNJA,LIT. B,23
SEGUNDO SEMESTRE DE 2024,CIENCIAS,BIOLOGIA,Diurna,Presencial,TUNJA,C.C.,2005-08-23,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TURMEQUÉ,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2005-06-04,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2005-01-29,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-01-13,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. B,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,T.I.,2005-01-10,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,YOPAL,PAZ DE ARIPORO,LIT. B,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2002-04-12,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,TUNJA,LIT. E,22
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2003-03-27,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,YOPAL,TUNJA,LIT. C,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS,MATEMATICAS,Diurna,Presencial,TUNJA,T.I.,2003-10-05,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOATÁ,CHITA,LIT. C,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2004-10-20,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,ARAUCA,LIT. C,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2002-07-24,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,MONIQUIRÁ,MONIQUIRÁ,LIT. D,22
SEGUNDO SEMESTRE DE 2024,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2005-06-20,F,1,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2004-09-26,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS,QUIMICA,Diurna,Presencial,TUNJA,C.C.,2003-03-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,1996-10-06,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,PAIPA,PAIPA,LIT. E,28
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2003-10-17,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TENJO,TENJO,LIT. D,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2004-08-20,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,MONIQUIRÁ,MONIQUIRÁ,LIT. C,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2004-06-23,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,YOPAL,BOGOTÁ D.C.,LIT. D,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2004-01-20,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SANTA ROSA DE VITERBO,TUTA,LIT. C,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,2005-02-09,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,INGENIERÍA AGRONOMICA,Diurna,Presencial,TUNJA,C.C.,1999-05-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,25
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,Diurna,Presencial,TUNJA,C.C.,2003-08-16,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,DUITAMA,DUITAMA,LIT. E,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,Diurna,Presencial,TUNJA,C.C.,1999-05-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,25
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,MEDICINA VETERINARIA Y ZOOTECNIA,Diurna,Presencial,TUNJA,C.C.,1993-08-19,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. E,31
SEGUNDO SEMESTRE DE 2024,CIENCIAS AGROPECUARIAS,MAESTRÍA EN CIENCIAS VETERINARIAS,Otra,Presencial,TUNJA,C.C.,1997-11-28,F,,PERDIO CUPO A 052/2012  ART 15 LIT.A.,TIBANÁ,TIBANÁ,LIT. A,27
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS,Diurna,Presencial,TUNJA,C.C.,1993-12-09,F,,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTA D.E,PAIPA,LIT. E,31
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1997-11-03,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTA D.E,TUTA,LIT. D,27
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1999-10-13,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,MOGOTES,MOGOTES,LIT. E,25
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2001-03-26,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SARAVENA,TAME,LIT. C,23
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1997-11-02,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,YOPAL,LIT. E,27
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2004-02-09,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,TIBASOSA,LIT. D,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,Diurna,Presencial,TUNJA,T.I.,2005-08-12,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,BELÉN,LIT. B,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,Diurna,Presencial,TUNJA,T.I.,2004-03-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2003-08-14,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,1997-10-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,27
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2002-08-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,SOGAMOSO,LIT. D,22
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2005-09-28,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TRINIDAD,TRINIDAD,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2004-11-16,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2004-11-14,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2000-01-21,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TAURAMENA,TAURAMENA,LIT. E,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1993-01-24,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,RAMIRIQUÍ,RAMIRIQUÍ,LIT. E,31
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2005-12-28,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,SAMACÁ,TUNJA,LIT. E,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1994-03-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,MONIQUIRÁ,MONIQUIRÁ,LIT. D,30
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2000-06-11,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2000-06-21,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BARBOSA,BARBOSA,LIT. C,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,1993-04-21,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,IZA,LIT. E,31
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2006-01-19,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,18
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2005-05-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2001-11-30,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,23
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2000-08-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2000-07-27,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,PAIPA,LIT. C,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2006-05-15,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,PUERTO BOYACÁ,LIT. C,18
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACIÓN FISICA RECREACIÓN Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2006-04-07,F,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,18
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1998-11-29,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,26
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,2000-11-05,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,C.C.,2000-05-06,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,DUITAMA,PAIPA,LIT. D,24
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,C.C.,2004-11-19,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,YOPAL,LIT. B,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,C.C.,2004-05-24,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,TURMEQUÉ,LIT. E,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,2004-03-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,RAMIRIQUÍ,RAMIRIQUÍ,LIT. C,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,2005-08-14,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,EL ESPINO,EL ESPINO,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,2003-12-10,M,3,PERDIO CUPO A130/98 ART.80 LIT. E,CHOCONTÁ,VILLAPINZÓN,LIT. E,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,2002-03-22,F,2,PERDIO CUPO A130/98 ART. 80 LIT. A,DUITAMA,DUITAMA,LIT. A,22
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2004-06-28,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,20
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2003-12-06,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,JENESANO,LIT. C,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2003-11-16,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,PAMPLONA,PAMPLONA,LIT. B,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2002-09-04,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,IBAGUÉ,YOPAL,LIT. C,22
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2003-09-11,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2005-12-19,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,19
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,T.I.,2006-08-18,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,YOPAL,AGUAZUL,LIT. B,18
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,2003-04-22,M,4,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,TUNJA,LIT. C,21
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,T.I.,2001-10-20,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOGAMOSO,NOBSA,LIT. E,23
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,1998-04-21,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SAN GIL,SAN GIL,LIT. C,26
SEGUNDO SEMESTRE DE 2024,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,Extendida,Presencial,TUNJA,C.C.,1999-10-02,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,SOCHA,DUITAMA,LIT. E,25
